0;#;FORM;LEMMA;POS;GRAM;COMMENT;CHECKED;CONTEXT;RIGHT1;RIGHT2;RIGHT3;RIGHT4;RIGHT5;RIGHT6;RIGHTLEMMA;AUTO_LEMMA;AUTO_POS;AUTO_GRAM
47776;;,;,;PUNCT;;;;;,;;;;;;,;,;,;,
47777;;более;БОЛЕЕ;ADV;-;;;чего-то съедобного , более или менее ,;е;е;л;о;б;;Е;БОЛЕЕ;ADV;-
47778;;или;ИЛИ;CONJ;CONJ;;;съедобного , более или менее , и;и;л;и;;;;И;ИЛИ;CONJ;CONJ
47779;;менее;МАЛО;ADV;-;;;, более или менее , и вернуться;е;е;н;е;м;;О;МАЛО;NUM;- - -
47780;;,;,;PUNCT;;;;;,;;;;;;,;,;,;,
47781;;и;И;CONJ;CONJ;;;или менее , и вернуться обратно ,;и;;;;;;И;И;CONJ;CONJ
46868;;ботать;БОТАТЬ;V;ipf - - inf - -;;;, ботать , ботать потому , что;ь;т;а;т;о;б;Ь;БОТАТЬ;V;ipf - - inf - -
47783;;обратно;ОБРАТНО;ADV;-;;;, и вернуться обратно , и поесть;о;н;т;а;р;б;О;ОБРАТНО;ADV;-
47784;;,;,;PUNCT;;;;;,;;;;;;,;,;,;,
47785;;и;И;CONJ;CONJ;;;вернуться обратно , и поесть , и;и;;;;;;И;И;CONJ;CONJ
46874;;появилась;ПОЯВИТЬСЯ;V;pf praet sg indic f -;;;что у меня появилась мотивация , появилась;ь;с;а;л;и;в;Я;ПОЯВИТЬСЯ;V;pf praet sg indic f -
47787;;,;,;PUNCT;;;;;,;;;;;;,;,;,;,
47788;;и;И;CONJ;CONJ;;;и поесть , и это просто нереально;и;;;;;;И;И;CONJ;CONJ
46877;;появилась;ПОЯВИТЬСЯ;V;pf praet sg indic f -;;;появилась мотивация , появилась цель , а;ь;с;а;л;и;в;Я;ПОЯВИТЬСЯ;V;pf praet sg indic f -
47790;;просто;ПРОСТО;PART;PART;;;, и это просто нереально и это;о;т;с;о;р;п;О;ПРОСТО;PART;PART
47791;;нереально;НЕРЕАЛЬНО;ADV;-;;;и это просто нереально и это очень;о;н;ь;л;а;е;О;НЕРЕАЛЬНО;ADV;-
47792;;и;И;CONJ;CONJ;;;это просто нереально и это очень сложно;и;;;;;;И;И;CONJ;CONJ
46886;;ходила;ХОДИТЬ;V;ipf praet sg indic f -;;;, потом я ходила сдавать эти нудные;а;л;и;д;о;х;Ь;ХОДИТЬ;V;ipf praet sg indic f -
47794;;очень;ОЧЕНЬ;ADV;-;;;нереально и это очень сложно . ;ь;н;е;ч;о;;Ь;ОЧЕНЬ;ADV;-
46887;;сдавать;СДАВАТЬ;V;ipf - - inf - -;;;потом я ходила сдавать эти нудные экзамены;ь;т;а;в;а;д;Ь;СДАВАТЬ;V;ipf - - inf - -
47796;;.;.;PUNCT;SENT;;;это очень сложно .  Раньше я;.;;;;;;.;.;SENT;SENT
47797;;;;;;;;;;;;;;;;;;
47798;;Раньше;РАНО;ADV;comp;;;сложно .  Раньше я могла брать;е;ш;ь;н;а;Р;О;РАНО;ADV;comp
46905;;нервничала;НЕРВНИЧАТЬ;V;ipf praet sg indic f -;;; Очень сильно нервничала , потом после;а;л;а;ч;и;н;Ь;НЕРВНИЧАТЬ;V;ipf praet sg indic f -
46912;;случился;СЛУЧИТЬСЯ;V;pf praet sg indic m -;;;математики у меня случился нервный срыв потому;я;с;л;и;ч;у;Я;СЛУЧИТЬСЯ;V;pf praet sg indic m -
46921;;решила;РЕШИТЬ;V;pf praet sg indic f -;;;я.. мм.. я решила очень мало из;а;л;и;ш;е;р;Ь;РЕШИТЬ;V;pf praet sg indic f -
46930;;боялась;БОЯТЬСЯ;V;ipf praet sg indic f -;;;, я очень боялась , что неправильно;ь;с;а;л;я;о;Я;БОЯТЬСЯ;V;ipf praet sg indic f -
47803;;из;ИЗ;PR;PR;;;могла брать еду из общежития потому ,;з;и;;;;;З;ИЗ;PR;PR
46934;;решила;РЕШИТЬ;V;pf praet sg indic f -;;;, что неправильно решила геометрию . ;а;л;и;ш;е;р;Ь;РЕШИТЬ;V;pf praet sg indic f -
47805;;потому;ПОТОМУ;ADVPRO;-;;;еду из общежития потому , что ,;у;м;о;т;о;п;У;ПОТОМУ;ADV;-
47806;;,;,;PUNCT;;;;;,;;;;;;,;,;,;,
47807;;что;ЧТО;CONJ;CONJ;;;общежития потому , что , ээ ,;о;т;ч;;;;О;ЧТО;CONJ;CONJ
47808;;,;,;PUNCT;;;;;,;;;;;;,;,;,;,
47809;;ээ;ЭЭ;NONLEX;NONLEX;;;, что , ээ , в корпусе;э;э;;;;;Э;ЭЭ;NONLEX;NONLEX
47810;;,;,;PUNCT;;;;;,;;;;;;,;,;,;,
47811;;в;В;PR;PR;;;, ээ , в корпусе на Текстильщиках;в;;;;;;В;В;PR;PR
46940;;случился;СЛУЧИТЬСЯ;V;pf praet sg indic m -;;; У меня случился нервный срыв ,;я;с;л;и;ч;у;Я;СЛУЧИТЬСЯ;V;pf praet sg indic m -
47813;;на;НА;PR;PR;;;, в корпусе на Текстильщиках была ;а;н;;;;;А;НА;PR;PR
46945;;позвонила;ПОЗВОНИТЬ;V;pf praet sg indic f -;;;срыв , я позвонила маме , позвонила;а;л;и;н;о;в;Ь;ПОЗВОНИТЬ;V;pf praet sg indic f -
46948;;позвонила;ПОЗВОНИТЬ;V;pf praet sg indic f -;;;позвонила маме , позвонила  репетитору ;а;л;и;н;о;в;Ь;ПОЗВОНИТЬ;V;pf praet sg indic f -
47816;"<distinct form=""микроволновка"">";;;;;;;;;;;;;;;;;
46955;;утешили;УТЕШИТЬ;V;pf praet pl indic - -;;;, все меня утешили , сказали :;и;л;и;ш;е;т;Ь;УТЕШИТЬ;V;pf praet pl indic - -
46957;;сказали;СКАЗАТЬ;V;pf praet pl indic - -;;;меня утешили , сказали : « да;и;л;а;з;а;к;Ь;СКАЗАТЬ;V;pf praet pl indic - -
47819;</distinct>;;;;;;;;;;;;;;;;;
47820;;,;,;PUNCT;;;;;,;;;;;;,;,;,;,
47821;;а;А;CONJ;CONJ;;;печь  , а теперь не могу;а;;;;;;А;А;CONJ;CONJ
47822;;теперь;ТЕПЕРЬ;ADV;-;;; , а теперь не могу потому;ь;р;е;п;е;т;Ь;ТЕПЕРЬ;ADV;-
47823;;не;НЕ;PART;PART;;;, а теперь не могу потому ,;е;н;;;;;Е;НЕ;PART;PART
46967;;будет;БЫТЬ;V;ipf praes sg indic - 3p;;; , все будет нормально » .;т;е;д;у;б;;Ь;БЫТЬ;V;ipf praes sg indic - 3p
47825;;потому;ПОТОМУ;ADVPRO;-;;;теперь не могу потому , что здесь;у;м;о;т;о;п;У;ПОТОМУ;ADV;-
47826;;,;,;PUNCT;;;;;,;;;;;;,;,;,;,
47827;;что;ЧТО;CONJ;CONJ;;;могу потому , что здесь нет ;о;т;ч;;;;О;ЧТО;CONJ;CONJ
47828;;здесь;ЗДЕСЬ;ADV;-;;;потому , что здесь нет  микроволновой;ь;с;е;д;з;;Ь;ЗДЕСЬ;ADV;-
47829;;нет;НЕТ;ADV;-;;;, что здесь нет  микроволновой печи;т;е;н;;;;Т;НЕТ;ADV;-
47830;"<distinct form=""микроволновки"">";;;;;;;;;;;;;;;;;
46975;;было;БЫТЬ;V;ipf praet sg indic n -;;;В итоге все было нормально , ээ;о;л;ы;б;;;Ь;БЫТЬ;V;ipf praet sg indic n -
46981;;хватило;ХВАТИТЬ;V;pf praet sg indic n -;;;ээ , мне хватило баллов . ;о;л;и;т;а;в;Ь;ХВАТИТЬ;V;pf praet sg indic n -
47833;</distinct>;;;;;;;;;;;;;;;;;
47834;;,;,;PUNCT;;;;;,;;;;;;,;,;,;,
47835;;а;А;CONJ;CONJ;;;печи  , а я не люблю;а;;;;;;А;А;CONJ;CONJ
46993;;успокоилась;УСПОКОИТЬСЯ;V;pf praet sg indic f -;;;я так  успокоилась  , ну;ь;с;а;л;и;о;Я;УСПОКОИТЬСЯ;V;pf praet sg indic f -
47837;;не;НЕ;PART;PART;;;, а я не люблю холодные макароны;е;н;;;;;Е;НЕ;PART;PART
47002;;выпустила;ВЫПУСТИТЬ;V;pf praet sg indic f -;;;, я  выпустила  все те;а;л;и;т;с;у;Ь;ВЫПУСТИТЬ;V;pf praet sg indic f -
47013;;накапливались;НАКАПЛИВАТЬСЯ;V;ipf praet pl indic - -;;;во мне так накапливались , накапливались такой;ь;с;и;л;а;в;Я;НАКАПЛИВАТЬСЯ;V;ipf praet pl indic - -
47015;;накапливались;НАКАПЛИВАТЬСЯ;V;ipf praet pl indic - -;;;так накапливались , накапливались такой горой ,;ь;с;и;л;а;в;Я;НАКАПЛИВАТЬСЯ;V;ipf praet pl indic - -
47841;;,;,;PUNCT;;;;;,;;;;;;,;,;,;,
47842;;или;ИЛИ;CONJ;CONJ;;;холодные макароны , или холодный рис ,;и;л;и;;;;И;ИЛИ;CONJ;CONJ
47026;;выбросила;ВЫБРОСИТЬ;V;pf praet sg indic f -;;;и я их выбросила , и мне;а;л;и;с;о;р;Ь;ВЫБРОСИТЬ;V;pf praet sg indic f -
47030;;стало;СТАТЬ;V;pf praet sg indic n -;;;, и мне стало вообще все равно ,;о;л;а;т;с;;Ь;СТАТЬ;V;pf praet sg indic n -
47845;;,;,;PUNCT;;;;;,;;;;;;,;,;,;,
47846;;или;ИЛИ;CONJ;CONJ;;;холодный рис , или холодную курицу ,;и;л;и;;;;И;ИЛИ;CONJ;CONJ
47049;;сдала;СДАТЬ;V;pf praet sg indic f -;;;, когда я сдала все экзамены ,;а;л;а;д;с;;Ь;СДАТЬ;V;pf praet sg indic f -
47053;;подсчитала;ПОДСЧИТАТЬ;V;pf praet sg indic f -;;;все экзамены , подсчитала все свои баллы;а;л;а;т;и;ч;Ь;ПОДСЧИТАТЬ;V;pf praet sg indic f -
47849;;,;,;PUNCT;;;;;,;;;;;;,;,;,;,
47061;;поехала;ПОЕХАТЬ;V;pf praet sg indic f -;;;эээ , я поехала на ДВИ ;а;л;а;х;е;о;Ь;ПОЕХАТЬ;V;pf praet sg indic f -
47851;;еще;ЕЩЕ;ADV;-;;;курицу , это еще хуже . ;е;щ;е;;;;Е;ЕЩЕ;ADV;-
47852;;хуже;ПЛОХО;ADV;comp;;;, это еще хуже .  Вот;е;ж;у;х;;;О;ПЛОХО;ADV;comp
47853;;.;.;PUNCT;SENT;;;это еще хуже .  Вот .;.;;;;;;.;.;SENT;SENT
47854;;;;;;;;;;;;;;;;;;
47855;;Вот;ВОТ;PART;PART;;;хуже .  Вот .  И;т;о;В;;;;Т;ВОТ;PART;PART
47856;;.;.;PUNCT;SENT;;;.  Вот .  И поэтому;.;;;;;;.;.;SENT;SENT
47857;;;;;;;;;;;;;;;;;;
47858;;И;И;CONJ;CONJ;;;Вот .  И поэтому приходится какими-то;И;;;;;;И;И;CONJ;CONJ
47859;;поэтому;ПОЭТОМУ;ADVPRO;-;;;.  И поэтому приходится какими-то мелкими;у;м;о;т;э;о;У;ПОЭТОМУ;ADV;-
47071;;написала;НАПИСАТЬ;V;pf praet sg indic f -;;;МГУ  , написала  ДВИ ;а;л;а;с;и;п;Ь;НАПИСАТЬ;V;pf praet sg indic f -
47077;;написала;НАПИСАТЬ;V;pf praet sg indic f -;;; , плохо написала  ДВИ ;а;л;а;с;и;п;Ь;НАПИСАТЬ;V;pf praet sg indic f -
47097;;Отнесла;ОТНЕСТИ;V;pf praet sg indic f -;;;» .  Отнесла документы , все;а;л;с;е;н;т;И;ОТНЕСТИ;V;pf praet sg indic f -
47105;;зачли;ЗАСЧИТАТЬ;V;pf praet pl indic - -;;; , мне зачли там еще ;и;л;ч;а;з;;Ь;ЗАСЧИТАТЬ;V;pf praet pl indic - -
47132;;зачли;ЗАСЧИТАТЬ;V;pf praet pl indic - -;;;, сочинение мне зачли и ещё что-то;и;л;ч;а;з;;Ь;ЗАСЧИТАТЬ;V;pf praet pl indic - -
47865;;то;ТО;CONJ;CONJ;;;мелкими перебежками бегать то до Mc ’;о;т;;;;;О;ТО;CONJ;CONJ
47866;"<distinct form=""мака"">";;;;;;;;;;;;;;;;;
47867;;до;ДО;PR;;;;перебежками бегать то до Mc ’ Donalds;о;д;;;;;О;ДО;PR;
47868;;Mc;MC;NONLEX;NONLEX;;;бегать то до Mc ’ Donalds ;c;M;;;;;C;MC;NONLEX;NONLEX
47869;;’;’;PUNCT;;;;;’;;;;;;’;’;’;’
47870;;Donalds;DONALDS;NONLEX;NONLEX;;;до Mc ’ Donalds  , то;s;d;l;a;n;o;S;DONALDS;NONLEX;NONLEX
47871;</distinct>;;;;;;;;;;;;;;;;;
47872;;,;,;PUNCT;;;;;,;;;;;;,;,;,;,
47873;;то;ТО;NONLEX;NONLEX;;;Donalds  , то до Prime ;о;т;;;;;О;ТО;NONLEX;NONLEX
47874;"<distinct form=""прайма"">";;;;;;;;;;;;;;;;;
47875;;до;ДО;PR;;;; , то до Prime  ,;о;д;;;;;О;ДО;PR;
47876;;Prime;PRIME;NONLEX;NONLEX;;;, то до Prime  , то;e;m;i;r;P;;E;PRIME;NONLEX;NONLEX
47877;</distinct>;;;;;;;;;;;;;;;;;
47878;;,;,;PUNCT;;;;;,;;;;;;,;,;,;,
47879;;то;ТО;CONJ;CONJ;;;Prime  , то еще до чего-нибудь;о;т;;;;;О;ТО;CONJ;CONJ
47880;;еще;ЕЩЕ;ADV;-;;; , то еще до чего-нибудь ,;е;щ;е;;;;Е;ЕЩЕ;ADV;-
47881;;до;ДО;PR;PR;;;, то еще до чего-нибудь , и;о;д;;;;;О;ДО;PR;PR
47151;;уезжала;УЕЗЖАТЬ;V;ipf praet sg indic f -;;;я второго сентября уезжала в Грузию ,;а;л;а;ж;з;е;Ь;УЕЗЖАТЬ;V;ipf praet sg indic f -
47883;;,;,;PUNCT;;;;;,;;;;;;,;,;,;,
47884;;и;И;CONJ;CONJ;;;до чего-нибудь , и это просто ужасно;и;;;;;;И;И;CONJ;CONJ
47166;;были;БЫТЬ;V;ipf praet pl indic - -;;;третьего августа должны были повесить списки ,;и;л;ы;б;;;Ь;БЫТЬ;V;ipf praet pl indic - -
47886;;просто;ПРОСТО;PART;PART;;;, и это просто ужасно , не;о;т;с;о;р;п;О;ПРОСТО;PART;PART
47887;;ужасно;УЖАСНО;ADV;-;;;и это просто ужасно , не хочу;о;н;с;а;ж;у;О;УЖАСНО;ADV;-
47888;;,;,;PUNCT;;;;;,;;;;;;,;,;,;,
47889;;не;НЕ;PART;PART;;;просто ужасно , не хочу так жить;е;н;;;;;Е;НЕ;PART;PART
47167;;повесить;ПОВЕСИТЬ;V;pf - - inf - -;;;августа должны были повесить списки , и;ь;т;и;с;е;в;Ь;ПОВЕСИТЬ;V;pf - - inf - -
47891;;так;ТАК;ADV;-;;;, не хочу так жить , хочу;к;а;т;;;;К;ТАК;ADV;-
47181;;сидела;СИДЕТЬ;V;ipf praet sg indic f -;;;вот так вот сидела обновляла телефон потому;а;л;е;д;и;с;Ь;СИДЕТЬ;V;ipf praet sg indic f -
47893;;,;,;PUNCT;;;;;,;;;;;;,;,;,;,
47182;;обновляла;ОБНОВЛЯТЬ;V;ipf praet sg indic f -;;;так вот сидела обновляла телефон потому ,;а;л;я;л;в;о;Ь;ОБНОВЛЯТЬ;V;ipf praet sg indic f -
47187;;ждала;ЖДАТЬ;V;ipf praet sg indic f -;;;потому , что ждала этих списков ,;а;л;а;д;ж;;Ь;ЖДАТЬ;V;ipf praet sg indic f -
47896;;;;;;;;;;;;;;;;;;
47897;"<speech role=""Мася@"" />";;;;;;;;;;;;;;;;;
47898;;:;:;PUNCT;;;;;:;;;;;;:;:;:;:
47899;;"	";"	";PUNCT;;;;;"	";;;;;;"	";_;_;0
47196;;повесили;ПОВЕСИТЬ;V;pf praet pl indic - -;;;в итоге списки повесили , я прошла;и;л;и;с;е;в;Ь;ПОВЕСИТЬ;V;pf praet pl indic - -
47901;;,;,;PUNCT;;;;;,;;;;;;,;,;,;,
47902;;что;ЧТО;CONJ;CONJ;;;"	 Эмм , что еще рассказать ?";о;т;ч;;;;О;ЧТО;CONJ;CONJ
47903;;еще;ЕЩЕ;ADV;-;;;Эмм , что еще рассказать ? ;е;щ;е;;;;Е;ЕЩЕ;ADV;-
47199;;прошла;ПРОЙТИ;V;pf praet sg indic f -;;;повесили , я прошла , я очень;а;л;ш;о;р;п;И;ПРОЙТИ;V;pf praet sg indic f -
47905;;?;?;PUNCT;SENT;;;что еще рассказать ?  Не знаю;?;;;;;;?;?;SENT;SENT
47906;;;;;;;;;;;;;;;;;;
47907;;Не;НЕ;PART;PART;;;рассказать ?  Не знаю .. ;е;Н;;;;;Е;НЕ;PART;PART
47204;;переживала;ПЕРЕЖИВАТЬ;V;ipf praet sg indic f -;;;я очень сильно переживала , но я;а;л;а;в;и;ж;Ь;ПЕРЕЖИВАТЬ;V;ipf praet sg indic f -
47909;;..;..;PUNCT;SENT;;; Не знаю ..  При этом;.;.;;;;;.;..;SENT;SENT
47910;;;;;;;;;;;;;;;;;;
47911;;При;ПРИ;PR;PR;;;знаю ..  При этом , я;и;р;П;;;;И;ПРИ;PR;PR
47220;;приехала;ПРИЕХАТЬ;V;pf praet sg indic f -;;;конце августа я приехала чтобы заселиться в;а;л;а;х;е;и;Ь;ПРИЕХАТЬ;V;pf praet sg indic f -
47913;;,;,;PUNCT;;;;;,;;;;;;,;,;,;,
47222;;заселиться;ЗАСЕЛИТЬСЯ;V;pf - - inf - -;;;я приехала чтобы заселиться в общежитие потому;я;с;ь;т;и;л;Я;ЗАСЕЛИТЬСЯ;V;pf - - inf - -
47232;;начиналась;НАЧИНАТЬСЯ;V;ipf praet sg indic f -;;;этого момента якобы начиналась моя самостоятельная жизнь;ь;с;а;л;а;н;Я;НАЧИНАТЬСЯ;V;ipf praet sg indic f -
47916;"<distinct form=""оргить"">";;;;;;;;;;;;;;;;;
47269;;отправляют;ОТПРАВЛЯТЬ;V;ipf praes pl indic - 3p;;;что родители все равно отправляют тебе деньги ,;т;ю;я;л;в;а;Ь;ОТПРАВЛЯТЬ;V;ipf praes pl indic - 3p
47918;</distinct>;;;;;;;;;;;;;;;;;
47278;;зависишь;ЗАВИСЕТЬ;V;ipf praes sg indic - 2p;;;равно от них зависишь , и такой;ь;ш;и;с;и;в;Ь;ЗАВИСЕТЬ;V;ipf praes sg indic - 2p
47920;"<distinct form=""клевенькие"">";;;;;;;;;;;;;;;;;
47295;;поехать;ПОЕХАТЬ;V;pf - - inf - -;;;после пар должен поехать в общежитие ;ь;т;а;х;е;о;Ь;ПОЕХАТЬ;V;pf - - inf - -
47922;</distinct>;;;;;;;;;;;;;;;;;
47306;;приготовить;ПРИГОТОВИТЬ;V;pf - - inf - -;;;дороги , надо приготовить поесть , надо;ь;т;и;в;о;т;Ь;ПРИГОТОВИТЬ;V;pf - - inf - -
47924;;,;,;PUNCT;;;;;,;;;;;;,;,;,;,
47925;;типа;ТИП;PART;PART;;; мероприятия , типа той же ВПШ;а;п;и;т;;;П;ТИП;S;m inan gen sg
47307;;поесть;ПОЕСТЬ;V;pf - - inf - -;;;, надо приготовить поесть , надо поесть;ь;т;с;е;о;п;Ь;ПОЕСТЬ;V;pf - - inf - -
47927;"<distinct form=""вэпэша"">";;;;;;;;;;;;;;;;;
47928;;же;ЖЕ;PART;;;;, типа той же ВПШ  ,;е;ж;;;;;Е;ЖЕ;PART;
47310;;поесть;ПОЕСТЬ;V;pf - - inf - -;;;поесть , надо поесть .  Короче;ь;т;с;е;о;п;Ь;ПОЕСТЬ;V;pf - - inf - -
47930;</distinct>;;;;;;;;;;;;;;;;;
47931;;,;,;PUNCT;;;;;,;;;;;;,;,;,;,
47932;;не;НЕ;PART;PART;;;ВПШ  , не знаю , еще;е;н;;;;;Е;НЕ;PART;PART
47320;;приезжаешь;ПРИЕЗЖАТЬ;V;ipf praes sg indic - 2p;;;, если ты приезжаешь в общежитие ;ь;ш;е;а;ж;з;Ь;ПРИЕЗЖАТЬ;V;ipf praes sg indic - 2p
47934;;,;,;PUNCT;;;;;,;;;;;;,;,;,;,
47935;;еще;ЕЩЕ;ADV;-;;;не знаю , еще всяких крутых штучек;е;щ;е;;;;Е;ЕЩЕ;ADV;-
47359;;понеслось;ПОНЕСТИСЬ;V;pf praet sg indic n -;;;".  И понеслось . : 	";ь;с;о;л;с;е;Ь;ПОНЕСТИСЬ;V;pf praet sg indic n -
47374;;было;БЫТЬ;V;ipf praet sg indic n -;;;факультете психологии  было учиться очень легко;о;л;ы;б;;;Ь;БЫТЬ;V;ipf praet sg indic n -
47375;;учиться;УЧИТЬСЯ;V;ipf - - inf - -;;;психологии  было учиться очень легко ,;я;с;ь;т;и;ч;Я;УЧИТЬСЯ;V;ipf - - inf - -
47939;;,;,;PUNCT;;;;;,;;;;;;,;,;,;,
47940;;и;И;CONJ;CONJ;;;крутых штучек , и я считаю ,;и;;;;;;И;И;CONJ;CONJ
47382;;начинаешь;НАЧИНАТЬ;V;ipf praes sg indic - 2p;;;а потом ты начинаешь , ну ,;ь;ш;е;а;н;и;Ь;НАЧИНАТЬ;V;ipf praes sg indic - 2p
47388;;пытаться;ПЫТАТЬСЯ;V;ipf - - inf - -;;;, я начала пытаться читать все тексты;я;с;ь;т;а;т;Я;ПЫТАТЬСЯ;V;ipf - - inf - -
47943;;,;,;PUNCT;;;;;,;;;;;;,;,;,;,
47944;;что;ЧТО;CONJ;CONJ;;;я считаю , что это неотъемлемая часть;о;т;ч;;;;О;ЧТО;CONJ;CONJ
47389;;читать;ЧИТАТЬ;V;ipf - - inf - -;;;я начала пытаться читать все тексты к;ь;т;а;т;и;ч;Ь;ЧИТАТЬ;V;ipf - - inf - -
47396;;делать;ДЕЛАТЬ;V;ipf - - inf - -;;;семинарам , всё делать , быть всегда;ь;т;а;л;е;д;Ь;ДЕЛАТЬ;V;ipf - - inf - -
47398;;быть;БЫТЬ;V;ipf - - inf - -;;;всё делать , быть всегда готовой ,;ь;т;ы;б;;;Ь;БЫТЬ;V;ipf - - inf - -
47404;;превратилось;ПРЕВРАТИТЬСЯ;V;pf praet sg indic n -;;;, и это превратилось просто в бесконечную;ь;с;о;л;и;т;Я;ПРЕВРАТИТЬСЯ;V;pf praet sg indic n -
47442;;возобновила;ВОЗОБНОВИТЬ;V;pf praet sg indic f -;;; Потом я возобновила свои тренировки ,;а;л;и;в;о;н;Ь;ВОЗОБНОВИТЬ;V;pf praet sg indic f -
47950;;потому;ПОТОМУ;ADVPRO;-;;;часть студенческой жизни потому , что если;у;м;о;т;о;п;У;ПОТОМУ;ADV;-
47951;;,;,;PUNCT;;;;;,;;;;;;,;,;,;,
47952;;что;ЧТО;CONJ;CONJ;;;жизни потому , что если ты просто;о;т;ч;;;;О;ЧТО;CONJ;CONJ
47953;;если;ЕСЛИ;CONJ;CONJ;;;потому , что если ты просто тупо;и;л;с;е;;;И;ЕСЛИ;CONJ;CONJ
47447;;заниматься;ЗАНИМАТЬСЯ;V;ipf - - inf - -;;;тренировки , начала заниматься танцами , ну;я;с;ь;т;а;м;Я;ЗАНИМАТЬСЯ;V;ipf - - inf - -
47955;;просто;ПРОСТО;PART;PART;;;что если ты просто тупо учишься –;о;т;с;о;р;п;О;ПРОСТО;PART;PART
47956;;тупо;ТУПО;ADV;-;;;если ты просто тупо учишься – ты;о;п;у;т;;;О;ТУПО;ADV;-
47454;;продолжила;ПРОДОЛЖИТЬ;V;pf praet sg indic f -;;;, в смысле продолжила .  А;а;л;и;ж;л;о;Ь;ПРОДОЛЖИТЬ;V;pf praet sg indic f -
47958;;–;–;PUNCT;;;;;–;;;;;;–;–;–;–
47460;;поняла;ПОНЯТЬ;V;pf praet sg indic f -;;;А потом я поняла , что ;а;л;я;н;о;п;Ь;ПОНЯТЬ;V;pf praet sg indic f -
47467;;жить;ЖИТЬ;V;ipf - - inf - -;;; нельзя просто жить вот в таком;ь;т;и;ж;;;Ь;ЖИТЬ;V;ipf - - inf - -
47961;;.;.;PUNCT;SENT;;;– ты задрот .  И по;.;;;;;;.;.;SENT;SENT
47962;;;;;;;;;;;;;;;;;;
47963;;И;И;CONJ;CONJ;;;задрот .  И по факту ,;И;;;;;;И;И;CONJ;CONJ
47964;;по;ПО;PARENTH;PARENTH;;;.  И по факту , когда;о;п;;;;;О;ПО;PR;PR
47965;;факту;ФАКТ;PARENTH;PARENTH;;; И по факту , когда ты;у;т;к;а;ф;;Т;ФАКТ;S;m inan dat sg
47966;;,;,;PUNCT;;;;;,;;;;;;,;,;,;,
47967;;когда;КОГДА;CONJ;CONJ;;;по факту , когда ты выходишь ,;а;д;г;о;к;;А;КОГДА;CONJ;CONJ
47476;;пренебречь;ПРЕНЕБРЕЧЬ;V;pf - - inf - -;;;иногда можно чем-то пренебречь .  Ну;ь;ч;е;р;б;е;Ь;ПРЕНЕБРЕЧЬ;V;pf - - inf - -
47493;;читать;ЧИТАТЬ;V;ipf - - inf - -;;;, вот это читать не буду .;ь;т;а;т;и;ч;Ь;ЧИТАТЬ;V;ipf - - inf - -
47970;;,;,;PUNCT;;;;;,;;;;;;,;,;,;,
47971;;ну;НУ;PART;PART;;;ты выходишь , ну , выпускаешься из;у;н;;;;;У;НУ;PART;PART
47972;;,;,;PUNCT;;;;;,;;;;;;,;,;,;,
47495;;буду;БЫТЬ;V;ipf praes sg indic - 1p;;;это читать не буду .  Можно;у;д;у;б;;;Ь;БЫТЬ;V;ipf praes sg indic - 1p
47974;;из;ИЗ;PR;PR;;;ну , выпускаешься из универа , у;з;и;;;;;З;ИЗ;PR;PR
47500;;подзабить;ПОДЗАБИТЬ;V;Ipf - - inf - -;NEW;; Можно чуть-чуть подзабить , или ,;ь;т;и;б;а;з;Ь;ПОДЗАБИТЬ;V;pf - - inf - -
47976;;,;,;PUNCT;;;;;,;;;;;;,;,;,;,
47977;;у;У;PR;PR;;;из универа , у тебя нет никаких;у;;;;;;У;У;PR;PR
47506;;конспектировать;КОНСПЕКТИРОВАТЬ;V;ipf - - inf - -;;;, необязательно всё конспектировать , или пробежаться;ь;т;а;в;о;р;Ь;КОНСПЕКТИРОВАТЬ;V;ipf - - inf - -
47979;;нет;НЕТ;ADV;-;;;, у тебя нет никаких воспоминаний ,;т;е;н;;;;Т;НЕТ;ADV;-
47509;;пробежаться;ПРОБЕЖАТЬСЯ;V;pf - - inf - -;;;конспектировать , или пробежаться глазами , чтобы;я;с;ь;т;а;ж;Я;ПРОБЕЖАТЬСЯ;V;pf - - inf - -
47513;;оставалось;ОСТАВАТЬСЯ;V;ipf praet sg indic n -;;;глазами , чтобы оставалось время на себя.;ь;с;о;л;а;в;Я;ОСТАВАТЬСЯ;V;ipf praet sg indic n -
47982;;,;,;PUNCT;;;;;,;;;;;;,;,;,;,
47983;;вот;ВОТ;PART;PART;;;никаких воспоминаний , вот каких-то живых .;т;о;в;;;;Т;ВОТ;PART;PART
47527;;поступили;ПОСТУПИТЬ;V;pf praet pl indic - -;;;что все мы поступили в университет ;и;л;и;п;у;т;Ь;ПОСТУПИТЬ;V;pf praet pl indic - -
47534;;учиться;УЧИТЬСЯ;V;ipf - - inf - -;;; , чтобы учиться , но ;я;с;ь;т;и;ч;Я;УЧИТЬСЯ;V;ipf - - inf - -
47986;;.;.;PUNCT;SENT;;;вот каких-то живых .  А если;.;;;;;;.;.;SENT;SENT
47987;;;;;;;;;;;;;;;;;;
47988;;А;А;CONJ;CONJ;;;живых .  А если ты пытаешься;А;;;;;;А;А;CONJ;CONJ
47989;;если;ЕСЛИ;CONJ;CONJ;;;.  А если ты пытаешься разбавить;и;л;с;е;;;И;ЕСЛИ;CONJ;CONJ
